path,namespace,methods
/google-site-kit/v1/core/site/data/health-checks,google-site-kit/v1,GET
/google-site-kit/v1/core/site/data/connection-check,google-site-kit/v1,GET
/google-site-kit/v1/core/user/data/dismissed-tours,google-site-kit/v1,GET
/google-site-kit/v1/core/user/data/dismiss-tour,google-site-kit/v1,POST
/google-site-kit/v1/core/user/data/key-metrics,google-site-kit/v1,GET,POST
/google-site-kit/v1/core/user/data/dismissed-prompts,google-site-kit/v1,GET
/google-site-kit/v1/core/user/data/dismiss-prompt,google-site-kit/v1,POST
/google-site-kit/v1/core/site/data/consent-mode,google-site-kit/v1,GET,POST,PUT,PATCH
/google-site-kit/v1/core/site/data/consent-api-info,google-site-kit/v1,GET
/arforwp/v2,arforwp/v2,GET
/arforwp/v2/set_ar_featured_image,arforwp/v2,POST
/wc/v1,wc/v1,GET
/wc/v1/coupons,wc/v1,GET,POST
/wc/v1/coupons/(?P<id>[\d]+),wc/v1,GET,POST,PUT,PATCH,DELETE
/wc/v1/coupons/batch,wc/v1,POST,PUT,PATCH
/wc/v1/customers/(?P<customer_id>[\d]+)/downloads,wc/v1,GET
/wc/v1/customers,wc/v1,GET,POST
/wc/v1/customers/(?P<id>[\d]+),wc/v1,GET,POST,PUT,PATCH,DELETE
/wc/v1/customers/batch,wc/v1,POST,PUT,PATCH
/wc/v1/orders/(?P<order_id>[\d]+)/notes,wc/v1,GET,POST
/wc/v1/orders/(?P<order_id>[\d]+)/notes/(?P<id>[\d]+),wc/v1,GET,DELETE
/wc/v1/orders/(?P<order_id>[\d]+)/refunds,wc/v1,GET,POST
/wc/v1/orders/(?P<order_id>[\d]+)/refunds/(?P<id>[\d]+),wc/v1,GET,DELETE
/wc/v1/orders,wc/v1,GET,POST
/wc/v1/orders/(?P<id>[\d]+),wc/v1,GET,POST,PUT,PATCH,DELETE
/wc/v1/orders/batch,wc/v1,POST,PUT,PATCH
/wc/v1/products/attributes/(?P<attribute_id>[\d]+)/terms,wc/v1,GET,POST
/wc/v1/products/attributes/(?P<attribute_id>[\d]+)/terms/(?P<id>[\d]+),wc/v1,GET,POST,PUT,PATCH,DELETE
/wc/v1/products/attributes/(?P<attribute_id>[\d]+)/terms/batch,wc/v1,POST,PUT,PATCH
/wc/v1/products/attributes,wc/v1,GET,POST
/wc/v1/products/attributes/(?P<id>[\d]+),wc/v1,GET,POST,PUT,PATCH,DELETE
/wc/v1/products/attributes/batch,wc/v1,POST,PUT,PATCH
/wc/v1/products/categories,wc/v1,GET,POST
/wc/v1/products/categories/(?P<id>[\d]+),wc/v1,GET,POST,PUT,PATCH,DELETE
/wc/v1/products/categories/batch,wc/v1,POST,PUT,PATCH
/wc/v1/products/(?P<product_id>[\d]+)/reviews,wc/v1,GET,POST
/wc/v1/products/(?P<product_id>[\d]+)/reviews/(?P<id>[\d]+),wc/v1,GET,POST,PUT,PATCH,DELETE
/wc/v1/products/shipping_classes,wc/v1,GET,POST
/wc/v1/products/shipping_classes/(?P<id>[\d]+),wc/v1,GET,POST,PUT,PATCH,DELETE
/wc/v1/products/shipping_classes/batch,wc/v1,POST,PUT,PATCH
/wc/v1/products/tags,wc/v1,GET,POST
/wc/v1/products/tags/(?P<id>[\d]+),wc/v1,GET,POST,PUT,PATCH,DELETE
/wc/v1/products/tags/batch,wc/v1,POST,PUT,PATCH
/wc/v1/products,wc/v1,GET,POST
/wc/v1/products/(?P<id>[\d]+),wc/v1,GET,POST,PUT,PATCH,DELETE
/wc/v1/products/batch,wc/v1,POST,PUT,PATCH
/wc/v1/reports/sales,wc/v1,GET
/wc/v1/reports/top_sellers,wc/v1,GET
/wc/v1/reports,wc/v1,GET
/wc/v1/taxes/classes,wc/v1,GET,POST
/wc/v1/taxes/classes/(?P<slug>\w[\w\s\-]*),wc/v1,DELETE
/wc/v1/taxes,wc/v1,GET,POST
/wc/v1/taxes/(?P<id>[\d]+),wc/v1,GET,POST,PUT,PATCH,DELETE
/wc/v1/taxes/batch,wc/v1,POST,PUT,PATCH
/wc/v1/webhooks,wc/v1,GET,POST
/wc/v1/webhooks/(?P<id>[\d]+),wc/v1,GET,POST,PUT,PATCH,DELETE
/wc/v1/webhooks/batch,wc/v1,POST,PUT,PATCH
/wc/v1/webhooks/(?P<webhook_id>[\d]+)/deliveries,wc/v1,GET
/wc/v1/webhooks/(?P<webhook_id>[\d]+)/deliveries/(?P<id>[\d]+),wc/v1,GET
/wc/v2/coupons,wc/v2,GET,POST
/wc/v2/coupons/(?P<id>[\d]+),wc/v2,GET,POST,PUT,PATCH,DELETE
/wc/v2/coupons/batch,wc/v2,POST,PUT,PATCH
/wc/v2/customers/(?P<customer_id>[\d]+)/downloads,wc/v2,GET
/wc/v2/customers,wc/v2,GET,POST
/wc/v2/customers/(?P<id>[\d]+),wc/v2,GET,POST,PUT,PATCH,DELETE
/wc/v2/customers/batch,wc/v2,POST,PUT,PATCH
/wc/v2/orders/(?P<order_id>[\d]+)/notes,wc/v2,GET,POST
/wc/v2/orders/(?P<order_id>[\d]+)/notes/(?P<id>[\d]+),wc/v2,GET,DELETE
/wc/v2/orders/(?P<order_id>[\d]+)/refunds,wc/v2,GET,POST
/wc/v2/orders/(?P<order_id>[\d]+)/refunds/(?P<id>[\d]+),wc/v2,GET,DELETE
/wc/v2/orders,wc/v2,GET,POST
/wc/v2/orders/(?P<id>[\d]+),wc/v2,GET,POST,PUT,PATCH,DELETE
/wc/v2/orders/batch,wc/v2,POST,PUT,PATCH
/wc/v2/products/attributes/(?P<attribute_id>[\d]+)/terms,wc/v2,GET,POST
/wc/v2/products/attributes/(?P<attribute_id>[\d]+)/terms/(?P<id>[\d]+),wc/v2,GET,POST,PUT,PATCH,DELETE
/wc/v2/products/attributes/(?P<attribute_id>[\d]+)/terms/batch,wc/v2,POST,PUT,PATCH
/wc/v2/products/attributes,wc/v2,GET,POST
/wc/v2/products/attributes/(?P<id>[\d]+),wc/v2,GET,POST,PUT,PATCH,DELETE
/wc/v2/products/attributes/batch,wc/v2,POST,PUT,PATCH
/wc/v2/products/categories,wc/v2,GET,POST
/wc/v2/products/categories/(?P<id>[\d]+),wc/v2,GET,POST,PUT,PATCH,DELETE
/wc/v2/products/categories/batch,wc/v2,POST,PUT,PATCH
/wc/v2/products/(?P<product_id>[\d]+)/reviews,wc/v2,GET,POST
/wc/v2/products/(?P<product_id>[\d]+)/reviews/(?P<id>[\d]+),wc/v2,GET,POST,PUT,PATCH,DELETE
/wc/v2/products/(?P<product_id>[\d]+)/reviews/batch,wc/v2,POST,PUT,PATCH
/wc/v2/products/shipping_classes,wc/v2,GET,POST
/wc/v2/products/shipping_classes/(?P<id>[\d]+),wc/v2,GET,POST,PUT,PATCH,DELETE
/wc/v2/products/shipping_classes/batch,wc/v2,POST,PUT,PATCH
/wc/v2/products/tags,wc/v2,GET,POST
/wc/v2/products/tags/(?P<id>[\d]+),wc/v2,GET,POST,PUT,PATCH,DELETE
/wc/v2/products/tags/batch,wc/v2,POST,PUT,PATCH
/wc/v2/products,wc/v2,GET,POST
/wc/v2/products/(?P<id>[\d]+),wc/v2,GET,POST,PUT,PATCH,DELETE
/wc/v2/products/batch,wc/v2,POST,PUT,PATCH
/wc/v2/products/(?P<product_id>[\d]+)/variations,wc/v2,GET,POST
/wc/v2/products/(?P<product_id>[\d]+)/variations/(?P<id>[\d]+),wc/v2,GET,POST,PUT,PATCH,DELETE
/wc/v2/products/(?P<product_id>[\d]+)/variations/batch,wc/v2,POST,PUT,PATCH
/wc/v2/reports/sales,wc/v2,GET
/wc/v2/reports/top_sellers,wc/v2,GET
/wc/v2/reports,wc/v2,GET
/wc/v2/settings,wc/v2,GET
/wc/v2/settings/(?P<group_id>[\w-]+),wc/v2,GET
/wc/v2/settings/(?P<group_id>[\w-]+)/batch,wc/v2,POST,PUT,PATCH
/wc/v2/settings/(?P<group_id>[\w-]+)/(?P<id>[\w-]+),wc/v2,GET,POST,PUT,PATCH
/wc/v2/shipping/zones,wc/v2,GET,POST
/wc/v2/shipping/zones/(?P<id>[\d]+),wc/v2,GET,POST,PUT,PATCH,DELETE
/wc/v2/shipping/zones/(?P<id>[\d]+)/locations,wc/v2,GET,POST,PUT,PATCH
/wc/v2/shipping/zones/(?P<zone_id>[\d]+)/methods,wc/v2,GET,POST
/wc/v2/shipping/zones/(?P<zone_id>[\d]+)/methods/(?P<instance_id>[\d]+),wc/v2,GET,POST,PUT,PATCH,DELETE
/wc/v2/taxes/classes,wc/v2,GET,POST
/wc/v2/taxes/classes/(?P<slug>\w[\w\s\-]*),wc/v2,GET,DELETE
/wc/v2/taxes,wc/v2,GET,POST
/wc/v2/taxes/(?P<id>[\d]+),wc/v2,GET,POST,PUT,PATCH,DELETE
/wc/v2/taxes/batch,wc/v2,POST,PUT,PATCH
/wc/v2/webhooks,wc/v2,GET,POST
/wc/v2/webhooks/(?P<id>[\d]+),wc/v2,GET,POST,PUT,PATCH,DELETE
/wc/v2/webhooks/batch,wc/v2,POST,PUT,PATCH
/wc/v2/webhooks/(?P<webhook_id>[\d]+)/deliveries,wc/v2,GET
/wc/v2/webhooks/(?P<webhook_id>[\d]+)/deliveries/(?P<id>[\d]+),wc/v2,GET
/wc/v2/system_status,wc/v2,GET
/wc/v2/system_status/tools,wc/v2,GET
/wc/v2/system_status/tools/(?P<id>[\w-]+),wc/v2,GET,POST,PUT,PATCH
/wc/v2/shipping_methods,wc/v2,GET
/wc/v2/shipping_methods/(?P<id>[\w-]+),wc/v2,GET
/wc/v2/payment_gateways,wc/v2,GET
/wc/v2/payment_gateways/(?P<id>[\w-]+),wc/v2,GET,POST,PUT,PATCH
/wc/v3/coupons,wc/v3,GET,POST
/wc/v3/coupons/(?P<id>[\d]+),wc/v3,GET,POST,PUT,PATCH,DELETE
/wc/v3/coupons/batch,wc/v3,POST,PUT,PATCH
/wc/v3/customers/(?P<customer_id>[\d]+)/downloads,wc/v3,GET
/wc/v3/customers,wc/v3,GET,POST
/wc/v3/customers/(?P<id>[\d]+),wc/v3,GET,POST,PUT,PATCH,DELETE
/wc/v3/customers/batch,wc/v3,POST,PUT,PATCH
/wc/v3/layout-templates,wc/v3,GET
/wc/v3/layout-templates/(?P<id>\w[\w\s\-]*),wc/v3,GET
/wc/v3/orders/(?P<order_id>[\d]+)/notes,wc/v3,GET,POST
/wc/v3/orders/(?P<order_id>[\d]+)/notes/(?P<id>[\d]+),wc/v3,GET,DELETE
/wc/v3/orders/(?P<order_id>[\d]+)/refunds,wc/v3,GET,POST
/wc/v3/orders/(?P<order_id>[\d]+)/refunds/(?P<id>[\d]+),wc/v3,GET,DELETE
/wc/v3/orders,wc/v3,GET,POST
/wc/v3/orders/(?P<id>[\d]+),wc/v3,GET,POST,PUT,PATCH,DELETE
/wc/v3/orders/batch,wc/v3,POST,PUT,PATCH
/wc/v3/products/attributes/(?P<attribute_id>[\d]+)/terms,wc/v3,GET,POST
/wc/v3/products/attributes/(?P<attribute_id>[\d]+)/terms/(?P<id>[\d]+),wc/v3,GET,POST,PUT,PATCH,DELETE
/wc/v3/products/attributes/(?P<attribute_id>[\d]+)/terms/batch,wc/v3,POST,PUT,PATCH
/wc/v3/products/attributes,wc/v3,GET,POST
/wc/v3/products/attributes/(?P<id>[\d]+),wc/v3,GET,POST,PUT,PATCH,DELETE
/wc/v3/products/attributes/batch,wc/v3,POST,PUT,PATCH
/wc/v3/products/categories,wc/v3,GET,POST
/wc/v3/products/categories/(?P<id>[\d]+),wc/v3,GET,POST,PUT,PATCH,DELETE
/wc/v3/products/categories/batch,wc/v3,POST,PUT,PATCH
/wc/v3/products/custom-fields/names,wc/v3,GET
/wc/v3/products/reviews,wc/v3,GET,POST
/wc/v3/products/reviews/(?P<id>[\d]+),wc/v3,GET,POST,PUT,PATCH,DELETE
/wc/v3/products/reviews/batch,wc/v3,POST,PUT,PATCH
/wc/v3/products/shipping_classes,wc/v3,GET,POST
/wc/v3/products/shipping_classes/(?P<id>[\d]+),wc/v3,GET,POST,PUT,PATCH,DELETE
/wc/v3/products/shipping_classes/batch,wc/v3,POST,PUT,PATCH
/wc/v3/products/shipping_classes/slug-suggestion,wc/v3,GET
/wc/v3/products/tags,wc/v3,GET,POST
/wc/v3/products/tags/(?P<id>[\d]+),wc/v3,GET,POST,PUT,PATCH,DELETE
/wc/v3/products/tags/batch,wc/v3,POST,PUT,PATCH
/wc/v3/products,wc/v3,GET,POST
/wc/v3/products/(?P<id>[\d]+),wc/v3,GET,POST,PUT,PATCH,DELETE
/wc/v3/products/batch,wc/v3,POST,PUT,PATCH
/wc/v3/products/suggested-products,wc/v3,GET
/wc/v3/products/(?P<id>[\d]+)/duplicate,wc/v3,POST
/wc/v3/products/(?P<product_id>[\d]+)/variations,wc/v3,GET,POST
/wc/v3/products/(?P<product_id>[\d]+)/variations/(?P<id>[\d]+),wc/v3,GET,POST,PUT,PATCH,DELETE
/wc/v3/products/(?P<product_id>[\d]+)/variations/batch,wc/v3,POST,PUT,PATCH
/wc/v3/products/(?P<product_id>[\d]+)/variations/generate,wc/v3,POST
/wc/v3/refunds,wc/v3,GET
/wc/v3/reports/sales,wc/v3,GET
/wc/v3/reports/top_sellers,wc/v3,GET
/wc/v3/reports/orders/totals,wc/v3,GET
/wc/v3/reports/products/totals,wc/v3,GET
/wc/v3/reports/customers/totals,wc/v3,GET
/wc/v3/reports/coupons/totals,wc/v3,GET
/wc/v3/reports/reviews/totals,wc/v3,GET
/wc/v3/reports,wc/v3,GET
/wc/v3/settings,wc/v3,GET
/wc/v3/settings/batch,wc/v3,POST,PUT,PATCH
/wc/v3/settings/(?P<group_id>[\w-]+),wc/v3,GET
/wc/v3/settings/(?P<group_id>[\w-]+)/batch,wc/v3,POST,PUT,PATCH
/wc/v3/settings/(?P<group_id>[\w-]+)/(?P<id>[\w-]+),wc/v3,GET,POST,PUT,PATCH
/wc/v3/shipping/zones,wc/v3,GET,POST
/wc/v3/shipping/zones/(?P<id>[\d]+),wc/v3,GET,POST,PUT,PATCH,DELETE
/wc/v3/shipping/zones/(?P<id>[\d]+)/locations,wc/v3,GET,POST,PUT,PATCH
/wc/v3/shipping/zones/(?P<zone_id>[\d]+)/methods,wc/v3,GET,POST
/wc/v3/shipping/zones/(?P<zone_id>[\d]+)/methods/(?P<instance_id>[\d]+),wc/v3,GET,POST,PUT,PATCH,DELETE
/wc/v3/taxes/classes,wc/v3,GET,POST
/wc/v3/taxes/classes/(?P<slug>\w[\w\s\-]*),wc/v3,GET,DELETE
/wc/v3/taxes,wc/v3,GET,POST
/wc/v3/taxes/(?P<id>[\d]+),wc/v3,GET,POST,PUT,PATCH,DELETE
/wc/v3/taxes/batch,wc/v3,POST,PUT,PATCH
/wc/v3/webhooks,wc/v3,GET,POST
/wc/v3/webhooks/(?P<id>[\d]+),wc/v3,GET,POST,PUT,PATCH,DELETE
/wc/v3/webhooks/batch,wc/v3,POST,PUT,PATCH
/wc/v3/system_status,wc/v3,GET
/wc/v3/system_status/tools,wc/v3,GET
/wc/v3/system_status/tools/(?P<id>[\w-]+),wc/v3,GET,POST,PUT,PATCH
/wc/v3/shipping_methods,wc/v3,GET
/wc/v3/shipping_methods/(?P<id>[\w-]+),wc/v3,GET
/wc/v3/payment_gateways,wc/v3,GET
/wc/v3/payment_gateways/(?P<id>[\w-]+),wc/v3,GET,POST,PUT,PATCH
/wc/v3/data,wc/v3,GET
/wc/v3/data/continents,wc/v3,GET
/wc/v3/data/continents/(?P<location>[\w-]+),wc/v3,GET
/wc/v3/data/countries,wc/v3,GET
/wc/v3/data/countries/(?P<location>[\w-]+),wc/v3,GET
/wc/v3/data/currencies,wc/v3,GET
/wc/v3/data/currencies/current,wc/v3,GET
/wc/v3/data/currencies/(?P<currency>[\w-]{3}),wc/v3,GET
/wc/v3/orders/(?P<id>[\d]+)/receipt,wc/v3,POST,GET
/wc/v3/orders/(?P<id>[\d]+)/actions/send_order_details,wc/v3,POST
/wc/v3/orders/statuses,wc/v3,GET
/wc-admin/settings/payments/country,wc-admin,POST,PUT,PATCH
/wc-admin/settings/payments/providers,wc-admin,GET
/wc-admin/settings/payments/providers/order,wc-admin,POST,PUT,PATCH
/wc-admin/settings/payments/suggestion/(?P<id>[\w\d\-]+)/hide,wc-admin,POST,PUT,PATCH
/wc-admin/settings/payments/suggestion/(?P<suggestion_id>[\w\d\-]+)/incentive/(?P<incentive_id>[\w\d\-]+)/dismiss,wc-admin,POST,PUT,PATCH
/wc-admin-email,wc-admin-email,GET
/wc-admin-email/settings/email/send-preview,wc-admin-email,POST
/wc-admin-email/settings/email/preview-subject,wc-admin-email,GET
/wc-admin-email/settings/email/save-transient,wc-admin-email,POST
/wc-telemetry,wc-telemetry,GET
/wc-telemetry/tracker,wc-telemetry,POST
/wccom-site/v3,wccom-site/v3,GET
/wccom-site/v3/installer,wccom-site/v3,POST,PUT,PATCH
/wccom-site/v3/installer/reset,wccom-site/v3,POST,PUT,PATCH
/wccom-site/v3/ssr,wccom-site/v3,GET
/wccom-site/v3/status,wccom-site/v3,GET
/wccom-site/v3/connection/disconnect,wccom-site/v3,POST,PUT,PATCH
/ar-display,ar-display,GET
/ar-display/models,ar-display,GET
/ar-display/update,ar-display,POST
/ar-display/delete,ar-display,POST
/ar-display/featuredimage,ar-display,POST
/wp/v2,wp/v2,GET
/wp/v2/posts,wp/v2,GET,POST
/wp/v2/posts/(?P<id>[\d]+),wp/v2,GET,POST,PUT,PATCH,DELETE
/wp/v2/posts/(?P<parent>[\d]+)/revisions,wp/v2,GET
/wp/v2/posts/(?P<parent>[\d]+)/revisions/(?P<id>[\d]+),wp/v2,GET,DELETE
/wp/v2/posts/(?P<id>[\d]+)/autosaves,wp/v2,GET,POST
/wp/v2/posts/(?P<parent>[\d]+)/autosaves/(?P<id>[\d]+),wp/v2,GET
/wp/v2/pages,wp/v2,GET,POST
/wp/v2/pages/(?P<id>[\d]+),wp/v2,GET,POST,PUT,PATCH,DELETE
/wp/v2/pages/(?P<parent>[\d]+)/revisions,wp/v2,GET
/wp/v2/pages/(?P<parent>[\d]+)/revisions/(?P<id>[\d]+),wp/v2,GET,DELETE
/wp/v2/pages/(?P<id>[\d]+)/autosaves,wp/v2,GET,POST
/wp/v2/pages/(?P<parent>[\d]+)/autosaves/(?P<id>[\d]+),wp/v2,GET
/wp/v2/media,wp/v2,GET,POST
/wp/v2/media/(?P<id>[\d]+),wp/v2,GET,POST,PUT,PATCH,DELETE
/wp/v2/media/(?P<id>[\d]+)/post-process,wp/v2,POST
/wp/v2/media/(?P<id>[\d]+)/edit,wp/v2,POST
/wp/v2/menu-items,wp/v2,GET,POST
/wp/v2/menu-items/(?P<id>[\d]+),wp/v2,GET,POST,PUT,PATCH,DELETE
/wp/v2/menu-items/(?P<id>[\d]+)/autosaves,wp/v2,GET,POST
/wp/v2/menu-items/(?P<parent>[\d]+)/autosaves/(?P<id>[\d]+),wp/v2,GET
/wp/v2/blocks,wp/v2,GET,POST
/wp/v2/blocks/(?P<id>[\d]+),wp/v2,GET,POST,PUT,PATCH,DELETE
/wp/v2/blocks/(?P<parent>[\d]+)/revisions,wp/v2,GET
/wp/v2/blocks/(?P<parent>[\d]+)/revisions/(?P<id>[\d]+),wp/v2,GET,DELETE
/wp/v2/blocks/(?P<id>[\d]+)/autosaves,wp/v2,GET,POST
/wp/v2/blocks/(?P<parent>[\d]+)/autosaves/(?P<id>[\d]+),wp/v2,GET
/wp/v2/templates/(?P<parent>([^\/:<>\*\?"\|]+(?:\/[^\/:<>\*\?"\|]+)?)[\/\w%-]+)/revisions,wp/v2,GET
/wp/v2/templates/(?P<parent>([^\/:<>\*\?"\|]+(?:\/[^\/:<>\*\?"\|]+)?)[\/\w%-]+)/revisions/(?P<id>[\d]+),wp/v2,GET,DELETE
/wp/v2/templates/(?P<id>([^\/:<>\*\?"\|]+(?:\/[^\/:<>\*\?"\|]+)?)[\/\w%-]+)/autosaves,wp/v2,GET,POST
/wp/v2/templates/(?P<parent>([^\/:<>\*\?"\|]+(?:\/[^\/:<>\*\?"\|]+)?)[\/\w%-]+)/autosaves/(?P<id>[\d]+),wp/v2,GET
/wp/v2/templates,wp/v2,GET,POST
/wp/v2/templates/lookup,wp/v2,GET
/wp/v2/templates/(?P<id>([^\/:<>\*\?"\|]+(?:\/[^\/:<>\*\?"\|]+)?)[\/\w%-]+),wp/v2,GET,POST,PUT,PATCH,DELETE
/wp/v2/template-parts/(?P<parent>([^\/:<>\*\?"\|]+(?:\/[^\/:<>\*\?"\|]+)?)[\/\w%-]+)/revisions,wp/v2,GET
/wp/v2/template-parts/(?P<parent>([^\/:<>\*\?"\|]+(?:\/[^\/:<>\*\?"\|]+)?)[\/\w%-]+)/revisions/(?P<id>[\d]+),wp/v2,GET,DELETE
/wp/v2/template-parts/(?P<id>([^\/:<>\*\?"\|]+(?:\/[^\/:<>\*\?"\|]+)?)[\/\w%-]+)/autosaves,wp/v2,GET,POST
/wp/v2/template-parts/(?P<parent>([^\/:<>\*\?"\|]+(?:\/[^\/:<>\*\?"\|]+)?)[\/\w%-]+)/autosaves/(?P<id>[\d]+),wp/v2,GET
/wp/v2/template-parts,wp/v2,GET,POST
/wp/v2/template-parts/lookup,wp/v2,GET
/wp/v2/template-parts/(?P<id>([^\/:<>\*\?"\|]+(?:\/[^\/:<>\*\?"\|]+)?)[\/\w%-]+),wp/v2,GET,POST,PUT,PATCH,DELETE
/wp/v2/global-styles/(?P<parent>[\d]+)/revisions,wp/v2,GET
/wp/v2/global-styles/(?P<parent>[\d]+)/revisions/(?P<id>[\d]+),wp/v2,GET
/wp/v2/global-styles/themes/(?P<stylesheet>[\/\s%\w\.\(\)\[\]\@_\-]+)/variations,wp/v2,GET
/wp/v2/global-styles/themes/(?P<stylesheet>[^\/:<>\*\?"\|]+(?:\/[^\/:<>\*\?"\|]+)?),wp/v2,GET
/wp/v2/global-styles/(?P<id>[\/\w-]+),wp/v2,GET,POST,PUT,PATCH
/wp/v2/navigation,wp/v2,GET,POST
/wp/v2/navigation/(?P<id>[\d]+),wp/v2,GET,POST,PUT,PATCH,DELETE
/wp/v2/navigation/(?P<parent>[\d]+)/revisions,wp/v2,GET
/wp/v2/navigation/(?P<parent>[\d]+)/revisions/(?P<id>[\d]+),wp/v2,GET,DELETE
/wp/v2/navigation/(?P<id>[\d]+)/autosaves,wp/v2,GET,POST
/wp/v2/navigation/(?P<parent>[\d]+)/autosaves/(?P<id>[\d]+),wp/v2,GET
/wp/v2/font-families,wp/v2,GET,POST
/wp/v2/font-families/(?P<id>[\d]+),wp/v2,GET,POST,PUT,PATCH,DELETE
/wp/v2/font-families/(?P<font_family_id>[\d]+)/font-faces,wp/v2,GET,POST
/wp/v2/font-families/(?P<font_family_id>[\d]+)/font-faces/(?P<id>[\d]+),wp/v2,GET,DELETE
/wp/v2/popular-solution,wp/v2,GET,POST
/wp/v2/popular-solution/(?P<id>[\d]+),wp/v2,GET,POST,PUT,PATCH,DELETE
/wp/v2/popular-solution/(?P<id>[\d]+)/autosaves,wp/v2,GET,POST
/wp/v2/popular-solution/(?P<parent>[\d]+)/autosaves/(?P<id>[\d]+),wp/v2,GET
/wp/v2/reel,wp/v2,GET,POST
/wp/v2/reel/(?P<id>[\d]+),wp/v2,GET,POST,PUT,PATCH,DELETE
/wp/v2/product,wp/v2,GET,POST
/wp/v2/product/(?P<id>[\d]+),wp/v2,GET,POST,PUT,PATCH,DELETE
/wp/v2/product/(?P<id>[\d]+)/autosaves,wp/v2,GET,POST
/wp/v2/product/(?P<parent>[\d]+)/autosaves/(?P<id>[\d]+),wp/v2,GET
/wp/v2/3d,wp/v2,GET,POST
/wp/v2/3d/(?P<id>[\d]+),wp/v2,GET,POST,PUT,PATCH,DELETE
/wp/v2/3d/(?P<id>[\d]+)/autosaves,wp/v2,GET,POST
/wp/v2/3d/(?P<parent>[\d]+)/autosaves/(?P<id>[\d]+),wp/v2,GET
/wp/v2/games,wp/v2,GET,POST
/wp/v2/games/(?P<id>[\d]+),wp/v2,GET,POST,PUT,PATCH,DELETE
/wp/v2/games/(?P<id>[\d]+)/autosaves,wp/v2,GET,POST
/wp/v2/games/(?P<parent>[\d]+)/autosaves/(?P<id>[\d]+),wp/v2,GET
/wp/v2/armodels,wp/v2,GET,POST
/wp/v2/armodels/(?P<id>[\d]+),wp/v2,GET,POST,PUT,PATCH,DELETE
/wp/v2/armodels/(?P<id>[\d]+)/autosaves,wp/v2,GET,POST
/wp/v2/armodels/(?P<parent>[\d]+)/autosaves/(?P<id>[\d]+),wp/v2,GET
/wp/v2/types,wp/v2,GET
/wp/v2/types/(?P<type>[\w-]+),wp/v2,GET
/wp/v2/statuses,wp/v2,GET
/wp/v2/statuses/(?P<status>[\w-]+),wp/v2,GET
/wp/v2/taxonomies,wp/v2,GET
/wp/v2/taxonomies/(?P<taxonomy>[\w-]+),wp/v2,GET
/wp/v2/categories,wp/v2,GET,POST
/wp/v2/categories/(?P<id>[\d]+),wp/v2,GET,POST,PUT,PATCH,DELETE
/wp/v2/tags,wp/v2,GET,POST
/wp/v2/tags/(?P<id>[\d]+),wp/v2,GET,POST,PUT,PATCH,DELETE
/wp/v2/menus,wp/v2,GET,POST
/wp/v2/menus/(?P<id>[\d]+),wp/v2,GET,POST,PUT,PATCH,DELETE
/wp/v2/wp_pattern_category,wp/v2,GET,POST
/wp/v2/wp_pattern_category/(?P<id>[\d]+),wp/v2,GET,POST,PUT,PATCH,DELETE
/wp/v2/product_brand,wp/v2,GET,POST
/wp/v2/product_brand/(?P<id>[\d]+),wp/v2,GET,POST,PUT,PATCH,DELETE
/wp/v2/product_cat,wp/v2,GET,POST
/wp/v2/product_cat/(?P<id>[\d]+),wp/v2,GET,POST,PUT,PATCH,DELETE
/wp/v2/product_tag,wp/v2,GET,POST
/wp/v2/product_tag/(?P<id>[\d]+),wp/v2,GET,POST,PUT,PATCH,DELETE
/wp/v2/game-category,wp/v2,GET,POST
/wp/v2/game-category/(?P<id>[\d]+),wp/v2,GET,POST,PUT,PATCH,DELETE
/wp/v2/game-type,wp/v2,GET,POST
/wp/v2/game-type/(?P<id>[\d]+),wp/v2,GET,POST,PUT,PATCH,DELETE
/wp/v2/game-age,wp/v2,GET,POST
/wp/v2/game-age/(?P<id>[\d]+),wp/v2,GET,POST,PUT,PATCH,DELETE
/wp/v2/products-used,wp/v2,GET,POST
/wp/v2/products-used/(?P<id>[\d]+),wp/v2,GET,POST,PUT,PATCH,DELETE
/wp/v2/users,wp/v2,GET,POST
/wp/v2/users/(?P<id>[\d]+),wp/v2,GET,POST,PUT,PATCH,DELETE
/wp/v2/users/me,wp/v2,GET,POST,PUT,PATCH,DELETE
/wp/v2/users/(?P<user_id>(?:[\d]+|me))/application-passwords,wp/v2,GET,POST,DELETE
/wp/v2/users/(?P<user_id>(?:[\d]+|me))/application-passwords/introspect,wp/v2,GET
/wp/v2/users/(?P<user_id>(?:[\d]+|me))/application-passwords/(?P<uuid>[\w\-]+),wp/v2,GET,POST,PUT,PATCH,DELETE
/wp/v2/comments,wp/v2,GET,POST
/wp/v2/comments/(?P<id>[\d]+),wp/v2,GET,POST,PUT,PATCH,DELETE
/wp/v2/search,wp/v2,GET
/wp/v2/block-renderer/(?P<name>[a-z0-9-]+/[a-z0-9-]+),wp/v2,GET,POST
/wp/v2/block-types,wp/v2,GET
/wp/v2/block-types/(?P<namespace>[a-zA-Z0-9_-]+),wp/v2,GET
/wp/v2/block-types/(?P<namespace>[a-zA-Z0-9_-]+)/(?P<name>[a-zA-Z0-9_-]+),wp/v2,GET
/wp/v2/settings,wp/v2,GET,POST,PUT,PATCH
/wp/v2/themes,wp/v2,GET
